Actor,Movies
V. Suresh Kumar,['Omme Nishyabda Omme Yudda']
Vijay Bholenath,"['Omme Nishyabda Omme Yudda', 'Lift 8055']"
Edakallugudda Chandrashekhar,['Omme Nishyabda Omme Yudda']
Susmita Gowda,['Omme Nishyabda Omme Yudda']
Sreenag,['Omme Nishyabda Omme Yudda']
Vvn Suresh Kumar,['Omme Nishyabda Omme Yudda']
Praveen Raj,"['Omme Nishyabda Omme Yudda', 'Aasha Encounter']"
Kiran Varanasi,['Omme Nishyabda Omme Yudda']
Brett Wilson,['Emily']
Fionn Whitehead,"['Emily', 'Dunkirk', 'Black Mirror: Bandersnatch', 'Voyagers']"
Alexandra Dowling,['Emily']
Frances O'Connor,"['Emily', 'The Conjuring 2']"
Robert Connolly,"['Emily', 'Blueback', 'The Dry']"
Robert Patterson,['Emily']
Suru,['Software Blues']
Sreeram Nimmala,"['Software Blues', 'Madhi', 'Rudraveena']"
Bhawna Choudhary,['Software Blues']
Aryaman,['Software Blues']
Uma Shankar,"['Software Blues', 'Software Blues']"
Silverpixel,['Software Blues']
Subhash Anand,"['Software Blues', 'Dream Boy', 'Oppanda', 'Dhamki', 'Geetha']"
Nimma Gopi,['Software Blues']
Santiago Bengolea,['Película']
Francisca Capra,['Película']
Marina Castelletti,['Película']
Danae Cisneros,['Película']
Diego Stickar,['Película']
Pablo Caputo,['Película']
Lautaro Gómez,['Película']
Coca Kreiter,['Película']
Valeria Santoni,['Película']
Marie Fuglestein Lægreid,['Once Upon a Time in Calcutta']
Satrajit Sarkar,"['Once Upon a Time in Calcutta', 'Man Maiden Mercenary']"
Anirban Chakrabarti,"['Once Upon a Time in Calcutta', 'Mukhosh', 'Three Course Meal', 'The Eken', 'The Eken Ruddhaswas Rajasthan', 'Kakababur Protyaborton']"
Aditya Vikram Sengupta,"['Once Upon a Time in Calcutta', 'Dhh']"
Priyanka Agarwal,['Once Upon a Time in Calcutta']
Anshulika Dubey,['Once Upon a Time in Calcutta']
Catherine Dussart,"['Once Upon a Time in Calcutta', 'कालो पोथी']"
Ingrid Lill Høgtun,"['Once Upon a Time in Calcutta', 'You Will Die at 20']"
Y. Rajeev Reddy,"['Run', 'Nootokka Zillala Andagaadu', 'Konda Polam']"
Bhanu Sri,"['Run', 'Click']"
Gautham Bhavaraju,['Run']
Kireeti,"['Run', 'Bomma Blockbuster', 'Bloody Mary', 'Breakout', 'Game On']"
Lakshmikanth Chenna,"['Run', 'Commitment']"
Carthyk,"['Run', 'Dohchay', ""Vidroh: Let's Fight Back"", 'Bhale Manchi Roju', 'Mard Ka Inteqam', 'Shamantakamani', 'Krishnarjuna Yudham', 'Don Returns', 'Ranarangam']"
Carthyk-Arjun,"['Run', 'Alluri', 'Jagamemaya', 'Dohchay', ""Vidroh: Let's Fight Back"", 'Bhale Manchi Roju', 'Mard Ka Inteqam', 'Shamantakamani', 'Krishnarjuna Yudham', 'Don Returns', 'Ranarangam']"
Sahana Dutta,['Run']
Saibabu Jagarlamudi,"['Run', 'Nootokka Zillala Andagaadu', 'Konda Polam', 'Krishna Ka Badala', 'Khiladi Ki Jung']"
John S. Bartley,['Hypnotic']
Kate Siegel,"['Hypnotic', 'Hush']"
Jason O'Mara,"['Hypnotic', 'One for the Money']"
Dulé Hill,"['Hypnotic', 'Locked Down']"
Lucie Guest,['Hypnotic']
Matt Angel,['Hypnotic']
Suzanne Coote,['Hypnotic']
Richard D'Ovidio,"['Hypnotic', 'The Call']"
Michael J. Luisi,"['Hypnotic', 'Interrogation', 'WWE ek Jung', 'खतरों के खिलाडी']"
Nathan Matthew David,"['Hypnotic', 'Chang Can Dunk', 'Dismissed', 'How to Pick Your Second Husband First', ""Summer '03""]"
Toni Tikkanen,['The Twin']
Steven Cree,"['The Twin', 'Martyrs Lane']"
Barbara Marten,"['The Twin', 'The Turning']"
Tristan Ruggeri,['The Twin']
Taneli Mustonen,['The Twin']
Aleksi Hyvärinen,['The Twin']
Panu Aaltio,"['The Twin', 'Dawn of the Dragonslayer']"
Daniel Lindholm,['The Twin']
Aleksi Raij,['The Twin']
Siddharth Diwan,"['Bulbul', 'Qala', 'Peddlers', 'तितली']"
Triptii Dimri,"['Bulbul', 'Qala', 'Laila Majnu']"
Avinash Tiwary,"['Bulbul', 'Tu Hai Mera Sunday', 'Laila Majnu']"
Rahul Bose,"['Bulbul', 'The Japanese Wife', 'I Am', 'Vishwaroop', 'Vishwaroop 2', 'पुर्ना']"
Anvita Dutt,"['Bulbul', 'Qala', 'Patiala House', 'Tees Maar Khan', 'Housefull', 'मुझसे फ्रैंडशिप करोगे', 'Queen', 'Kal Jisne Dekha', 'Baar Baar Dekho', 'Phillauri', 'Pari: Not a Fairy Tale']"
Anushka Sharma,"['Bulbul', 'Patiala House', 'Badmaash Company', 'Shaadi Mubarak', 'Ladies vs. Ricky Bahl', 'जब तक है जान', 'J.T.H.J.', 'PK', 'Bombay Velvet', 'NH10', 'Ae Dil Hai Mushkil', 'Sultan', 'Phillauri', 'Rahnuma', 'The Ring', 'Zero', 'Katrina Meri Jaan', 'Sui Dhaaga', 'Pari: Not a Fairy Tale']"
Karnesh Ssharma,"['Bulbul', 'Qala', 'Phillauri', 'Pari: Not a Fairy Tale']"
Amit Trivedi,"['Bulbul', 'Qala', 'Goodbye', 'Uunchai', 'Chabutro', 'Ek Main Aur Ekk Tu', 'No One Killed Jessica', 'Majra', 'Trishna', 'Rocket Gang', 'English Vinglish', 'Ghanchakkar', 'Aiyyaa', 'Ishaqzaade', 'Fitoor', 'Manmarziyaan', 'Secret Superstar', 'Bhavesh Joshi Superhero', 'Shabaash Mithu', 'Kedarnath', 'That Is Mahalakshmi', ""India's Most Wanted""]"
J.C. Doler,['A Chance Encounter']
Kyle Brunick,['A Chance Encounter']
Kenny Burns,['A Chance Encounter']
Jason Edwards,['A Chance Encounter']
Paul Petersen,['A Chance Encounter']
Alexander Jeffery,['A Chance Encounter']
Richard Wharton,['A Chance Encounter']
Bence Kutrik,['A Chance Encounter']
Andrea von Kampen,['A Chance Encounter']
Joel Froome,"['A Chance Encounter', 'Kathaputali']"
Marc Crépon,['Mahatma Gandhi Beyond the Myth']
Walter Fluker,['Mahatma Gandhi Beyond the Myth']
Mohandas K. Gandhi,"['Mahatma Gandhi Beyond the Myth', 'एकला चालो']"
Mira Kamdar,['Mahatma Gandhi Beyond the Myth']
Mathilde Damoisel,['Mahatma Gandhi Beyond the Myth']
Martin Laurent,['Mahatma Gandhi Beyond the Myth']
Fabien Bourdier,['Mahatma Gandhi Beyond the Myth']
Barbara Bascou,['Mahatma Gandhi Beyond the Myth']
Kim Roberts,"['Sugar', 'Remember']"
Katherine McNamara,"['Sugar', 'Finding You']"
Jasmine Sky Sarin,['Sugar']
Éric Bruneau,"['Sugar', 'An Eye for Beauty']"
Anthony Timpano,['Sugar']
Vic Sarin,['Sugar']
Ben Johnstone,['Sugar']
Annelies Kavan,['Sugar']
Israel Gonzalez,['Sugar']
Tina Pehme,['Sugar']
Craig Alpert,"['Your Highness', 'ब्लू बीटल']"
James Franco,"['Your Highness', 'This Is the End', 'Rise of the Planet of the Apes', '127 Hours', 'Oz the Great and Powerful', 'Queen of the Desert', 'About Cherry', 'True Story', 'Rakhwala', 'The Interview', 'The Disaster Artist', 'Why Him?']"
Rasmus Hardiker,['Your Highness']
Ben Best,['Your Highness']
Steve Jablonsky,"['Your Highness', 'कीनू', 'Skyscraper', 'Red Notice']"
Tim Orr,"['Your Highness', 'Stuck in Love']"
Dan Pena,"[""Survivor's Choice""]"
David Clair-Bennett,"[""Survivor's Choice""]"
Geovonna Casanova,"[""Survivor's Choice""]"
Traea LaRae,"[""Survivor's Choice""]"
Jim Carrey,"['Sonic the Hedgehog 2', ""Mr. Popper's Penguins"", 'Kick-Ass 2', 'Dumb and Dumber To', 'Sonic the Hedgehog']"
Tika Sumpter,"['Sonic the Hedgehog 2', 'Ride Along', 'Ride Along 2', 'Sonic the Hedgehog']"
Jeff Fowler,"['Sonic the Hedgehog 2', 'Sonic the Hedgehog']"
John Whittington,"['Sonic the Hedgehog 2', 'The Lego Batman Movie', 'When We First Met', 'DC League of Super-Pets']"
Toby Ascher,"['Sonic the Hedgehog 2', 'Sonic the Hedgehog', 'Spenser Confidential']"
Takeshi Obata,"['Death Note', 'डेथ नोट']"
Nat Wolff,"['Death Note', 'डेथ नोट', 'Admission', 'Stuck in Love', 'Behaving Badly', 'The Fault in Our Stars', 'Paper Towns', 'Mortal', 'The Kill Team', 'Semper Fi', 'Body Cam', 'Mainstream']"
LaKeith Stanfield,"['Death Note', 'डेथ नोट', 'क्राउन हाइट्स', ""The Girl in the Spider's Web"", 'Sorry to Bother You', 'Judas and the Black Messiah']"
Shea Whigham,"['Death Note', 'डेथ नोट', 'Take Shelter', 'Wheelman', 'Low Tide']"
Adam Wingard,"['Death Note', 'डेथ नोट', 'Blair Witch', ""You're Next"", 'V/H/S', 'The Zone', 'The Guest', 'Godzilla vs. Kong']"
Charley Parlapanides,"['Death Note', 'डेथ नोट', 'Immortals']"
Vlas Parlapanides,"['Death Note', 'डेथ नोट', 'Immortals']"
Tsugumi Ôba,"['Death Note', 'डेथ नोट']"
Tetsuya Kinoshita,['Shingeki no Kyojin: Chronicle']
Yûki Kaji,"['Shingeki no Kyojin: Chronicle', ""My Hero Academia: World Heroes' Mission"", 'Teasing Master Takagi-san: The Movie', 'Bubble', 'The Seven Deadly Sins: Grudge of Edinburgh Part 1', 'Attack on Titan: The Wings of Freedom', 'Attack on Titan: The Roar of Awakening', 'The Seven Deadly Sins: Prisoners of the Sky']"
Yui Ishikawa,"['Shingeki no Kyojin: Chronicle', 'Attack on Titan: The Wings of Freedom', 'Attack on Titan: The Roar of Awakening', 'Violet Evergarden: The Movie', 'Gekijouban Violet Evergarden']"
Marina Inoue,"['Shingeki no Kyojin: Chronicle', 'Attack on Titan: The Wings of Freedom', ""Doraemon: Nobita's Space Heroes"", 'Attack on Titan: The Roar of Awakening']"
Natsuki Aikawa,['Shingeki no Kyojin: Chronicle']
Masashi Koizuka,"['Shingeki no Kyojin: Chronicle', 'Attack on Titan: The Roar of Awakening']"
Tetsurô Araki,"['Shingeki no Kyojin: Chronicle', 'Bubble', 'Attack on Titan: The Wings of Freedom']"
Hajime Isayama,"['Shingeki no Kyojin: Chronicle', 'Attack on Titan Part 1', 'Attack on Titan: The Wings of Freedom', 'Attack on Titan: The Roar of Awakening']"
Shika Ogura,['Shingeki no Kyojin: Chronicle']
Yasuko Kobayashi,"['Shingeki no Kyojin: Chronicle', 'Attack on Titan: The Roar of Awakening']"
Manmohan Shetty,['Adh Chanani Raat']
S.S. Dhiman,['Adh Chanani Raat']
Veera Gill,['Adh Chanani Raat']
Samuel John,['Adh Chanani Raat']
Dharminder Kaur Maan,['Adh Chanani Raat']
Gurvinder Singh,['Adh Chanani Raat']
Gurdial Singh,['Adh Chanani Raat']
Jasdeep Singh,['Adh Chanani Raat']
Bobby Bedi,"['Adh Chanani Raat', 'Dheera']"
Vipul D. Shah,['Adh Chanani Raat']
Parasuram,"['Sarkaru Vaari Paata', 'Jabardast Aashiq', 'Srirastu Subhamastu', 'Geeta Govinda']"
Y. Ravi Shankar,"['Sarkaru Vaari Paata', 'Ante Sundharaniki', 'Waltair Veerayya', 'Kushi', 'Veera Simha Reddy', 'Amigos', 'Srimanthudu', 'The Real Tevar', 'Janta Garage', 'Savyasachi', 'Amar Akbar Anthony', 'Amar Akhbar Anthoni', 'Dear Comrade', 'Premam', 'Chitralahari', 'Uppena']"
Naveen Yerneni,"['Sarkaru Vaari Paata', 'Ante Sundharaniki', 'Kushi', 'Veera Simha Reddy', 'Amigos', 'Srimanthudu', 'The Real Tevar', 'Janta Garage', 'Savyasachi', 'Amar Akbar Anthony', 'Amar Akhbar Anthoni', 'Premam', 'Chitralahari', 'Uppena']"
Sarah Butler,"['I Spit on Your Grave', 'Moontrap: Target Earth', 'I Spit on Your Grave 3: Vengeance Is Mine']"
Jeff Branson,['I Spit on Your Grave']
Andrew Howard,"['I Spit on Your Grave', 'The American King']"
Daniel Franzese,['I Spit on Your Grave']
Steven R. Monroe,"['I Spit on Your Grave', 'I Spit on Your Grave 2']"
Adam Rockoff,['I Spit on Your Grave']
Meir Zarchi,"['I Spit on Your Grave', 'I Spit on Your Grave: Deja Vu']"
Lisa M. Hansen,"['I Spit on Your Grave', 'I Spit on Your Grave 2', 'I Spit on Your Grave 3: Vengeance Is Mine']"
Paul Hertzberg,"['I Spit on Your Grave', 'I Spit on Your Grave 2', 'I Spit on Your Grave 3: Vengeance Is Mine', 'Kill Chain']"
Robert Salerno,"['We Need to Talk About Kevin', 'Smile', 'Arbitrage', 'Nocturnal Animals', ""I'm Thinking of Ending Things""]"
John C. Reilly,"['We Need to Talk About Kevin', 'Holmes & Watson', 'The Dictator', 'Carnage', 'Wreck-It Ralph', 'Life After Beth', 'Tale of Tales', 'Kong: Skull Island', 'The Sisters Brothers', 'Ralph Breaks the Internet']"
Jasper Newell,['We Need to Talk About Kevin']
Lynne Ramsay,"['We Need to Talk About Kevin', 'You Were Never Really Here']"
Rory Stewart Kinnear,['We Need to Talk About Kevin']
Lionel Shriver,['We Need to Talk About Kevin']
Jennifer Fox,"['We Need to Talk About Kevin', 'Magazine Dreams', 'Nightcrawler', 'The Last Duel', 'Roman J. Israel, Esq.', 'The Report']"
Luc Roeg,['We Need to Talk About Kevin']
Timothy Dalton,['The Tourist']
Florian Henckel von Donnersmarck,"['The Tourist', 'Never Look Away']"
Jérôme Salle,"['The Tourist', 'The Burma Conspiracy', 'The Odyssey', 'Zulu']"
Kengo Kôra,"['Aristocrats', 'Moon and Thunder', 'Under Your Bed']"
Mugi Kadowaki,"['Aristocrats', 'Asakusa Kid']"
Kiko Mizuhara,"['Aristocrats', 'Ride or Die', 'Attack on Titan Part 1']"
Kei Ishibashi,['Aristocrats']
Guin Poon Chaw,['Aristocrats']
Yukiko Sode,['Aristocrats']
Mariko Yamauchi,['Aristocrats']
Takuma Watanabe,['Aristocrats']
Yasuyuki Sasaki,['Aristocrats']
Shizuka Ishibashi,['Aristocrats']
Drew Leatham,['House of Quarantine']
Philip P Carlisle,['House of Quarantine']
Zoey Walker,['House of Quarantine']
Dylan Garcia,['House of Quarantine']
Mitesh Kumar Patel,"['House of Quarantine', 'Instant Karma']"
Randal Lee Smith,['House of Quarantine']
Zac Stryker,['House of Quarantine']
Bernie Tarin,"['House of Quarantine', 'Instant Karma']"
Roger Cooper,"['House of Quarantine', 'Instant Karma']"
Vikram Singh,"['Hisss', 'Gaurav Gupta: Market Down Hai', 'Oye Mamu!', 'Mining - Reyte te Kabzaa', 'Fauji calling']"
Mallika Sherawat,"['Hisss', 'RK/RKAY']"
Jeff Doucette,['Hisss']
Jennifer Lynch,['Hisss']
Gulfam Khan,"['Hisss', 'Dhanak', 'Miss Teacher']"
Will Keenan,['Hisss']
Vikram Singh Lamba,['Hisss']
Govind Menon,['Hisss']
Gena Miller,['When the Mist Clears']
Christian Howard,['When the Mist Clears']
Maddalena Ischiale,['When the Mist Clears']
Victor Ptak,['When the Mist Clears']
Cengiz Dervis,['When the Mist Clears']
Daniel Raijman,['When the Mist Clears']
Johnny Carrano,['When the Mist Clears']
Jeroen Kiers,['La última primavera']
María Duro Rego,['La última primavera']
David Gabarre Duro,['La última primavera']
David Gabarre Jiménez,['La última primavera']
Alejandro Gabarre Mendoza,['La última primavera']
Isabel Lamberti,['La última primavera']
Lenina Ungari,['La última primavera']
Marc Bary,"['La última primavera', 'In Blue']"
Steven Rubinstein Malamud,"['La última primavera', 'In Blue']"
Miguel Hernández Muño,['La última primavera']
Eduardo Campoy,"['You Keep the Kids', 'La piel en llamas']"
Paco León,"['You Keep the Kids', 'Rainbow']"
Miren Ibarguren,"['You Keep the Kids', 'El juego de las llaves']"
Sofía Oria,['You Keep the Kids']
Iván Renedo,['You Keep the Kids']
Dani de la Orden,['You Keep the Kids']
Guillaume Clicquot de Mentque,['You Keep the Kids']
Matthieu Delaporte,"['You Keep the Kids', 'Nobody from Nowhere']"
Eric Navarro,"['You Keep the Kids', 'More the Merrier']"
Alexandre de La Patellière,"['You Keep the Kids', 'Nobody from Nowhere']"
Jagna Dobesz,"['Sweat', 'My Wonderful Life']"
Magdalena Kolesnik,['Sweat']
Julian Swiezewski,['Sweat']
Aleksandra Konieczna,['Sweat']
Zbigniew Zamachowski,"['Sweat', 'A Night at the Kindergarten']"
Magnus von Horn,['Sweat']
Mariusz Wlodarski,['Sweat']
Piotr Kurek,['Sweat']
Agnieszka Glinska,"['Sweat', 'W jak morderstwo', 'Eo']"
Kurt Van Fossen,"[""Devil's Workshop"", 'Malcolm in the Middle']"
Timothy Granaderos,"[""Devil's Workshop"", 'Untitled Horror Movie', 'Who Invited Them']"
Sarah Coffey,"[""Devil's Workshop""]"
Chris von Hoffmann,"[""Devil's Workshop""]"
Joe Gallagher,"[""Devil's Workshop""]"
Geno Tazioli,"[""Devil's Workshop""]"
Cami Winikoff,['Burning Bright']
Briana Evigan,"['Burning Bright', ""Mother's Day"", 'Ask Me to Dance', 'Paranormal Island', 'Lap Dance', 'स्टेप अप आल इन', 'ToY']"
Charlie Tahan,['Burning Bright']
Garret Dillahunt,"['Burning Bright', ""Winter's Bone"", 'Ambulance', 'Braven', 'Wheelman']"
Meat Loaf,['Burning Bright']
Carlos Brooks,['Burning Bright']
Christine Coyle Johnson,['Burning Bright']
Julie Prendiville Roux,['Burning Bright']
David Higgins,['Burning Bright']
Mark Amin,"['Burning Bright', 'Filth']"
Chandra Shekhar Singh,"['Green Signal', 'Trahimam', 'My Friend Ganesha 3']"
Jiya Chabra,['Green Signal']
Onkar Das Manikpuri,"['Green Signal', 'Peepli [Live]', 'चुहिया', 'Bandit Shakuntala', 'Raahgir']"
Rupali Pawar,['Green Signal']
Jubli Raizada,['Green Signal']
Sharadsingh Thakur,['Green Signal']
Arvind Kumar,['Green Signal']
Kavita Raizada,['Green Signal']
Narayan R. Dixit,['Green Signal']
Manoj Kumar Mishra,['Green Signal']
Adriano Goldman,['Conviction']
Hilary Swank,"['Conviction', 'The Resident', 'The Homesman', 'The Hunt', 'Fatale']"
Thomas D. Mahard,['Conviction']
Pamela Gray,"['Conviction', 'Megan Leavey']"
Andrew S. Karsch,['Conviction']
Andrew Sugerman,"['Conviction', 'Foster Boy']"
Paul Cantelon,['Conviction']
Hamish Doyne-Ditmas,['Unwelcome']
Hannah John-Kamen,"['Unwelcome', 'SAS: Red Notice', 'Resident Evil: Welcome to Raccoon City']"
Colm Meaney,"['Unwelcome', 'Confession', 'Tolkien']"
Kristian Nairn,['Unwelcome']
Jon Wright,['Unwelcome']
Mark Stay,['Unwelcome']
Christian Henson,"['Unwelcome', 'La rafle', 'The Round Up', 'Bank of Dave', 'This Is Christmas']"
Lucrecia Dalt,['The Seed']
Lucy Martin,['The Seed']
Chelsea Edge,['The Seed']
Sophie Vavasseur,['The Seed']
Jamie Wittebrood,['The Seed']
Sam Walker,['The Seed']
Chris Hardman,"['The Seed', 'Prizefighter: The Life of Jem Belcher']"
Matt Hookings,"['The Seed', 'Prizefighter: The Life of Jem Belcher']"
James Norrie,"['The Seed', 'The Pale Door']"
Paul Parker,['The Seed']
Moon Gogoi,['Chhupam Chhaai']
Akshat Jain,['Chhupam Chhaai']
Sanket Chauhan,['Chhupam Chhaai']
Anshu Khatri,['Chhupam Chhaai']
Purva Bhawsar,['Chhupam Chhaai']
Pratik Mittal,['Chhupam Chhaai']
Pradeep Chauhan,['Chhupam Chhaai']
Lata Mittal,['Chhupam Chhaai']
Saikat Kumar Singha,['Chhupam Chhaai']
Benjamin Mercer,['The Wait']
Inka Kallén,['The Wait']
Aku Hirviniemi,['The Wait']
Andrei Alén,['The Wait']
Adeliina Arajuuri,['The Wait']
Aku Louhimies,['The Wait']
Juhani Aho,['The Wait']
Kaarina Gould,['The Wait']
Esa-Pekka Salonen,['The Wait']
Johan Wasicki,['The Wait']
Zene Baker,"['This Is the End', 'The Interview']"
Jason Stone,"['This Is the End', 'Teen Lust']"
James Weaver,"['This Is the End', 'Neighbors', 'The Interview', 'Game Over, Man!', 'The Night Before', 'Neighbors 2: Sorority Rising', 'Good Boys', 'An American Pickle']"
Jon Hoeber,"['Red', 'Battleship', 'RED 2', 'The Meg', 'ट्रांसफॉर्मर: राइज ऑफ द बीस्ट्स']"
Erich Hoeber,"['Red', 'Battleship', 'RED 2', 'The Meg', 'ट्रांसफॉर्मर: राइज ऑफ द बीस्ट्स']"
Warren Ellis,"['Red', 'RED 2', 'मस्तांग']"
Cully Hamner,"['Red', 'RED 2']"
Philip van Volsem,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3', 'Pippa']"
Jan Decleir,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3']"
Mo Bakker,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3']"
Bracha van Doesburgh,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3']"
Renée Soutendijk,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2']"
Matthias Temmermans,['The Claus Family']
Ruben Vandenborre,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3']"
Elke de Gezelle,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2']"
Anthony Van Biervliet,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3']"
Anne-Kathrin Dern,"['The Claus Family', 'द क्लॉज़ फ़ैमिली 2', 'क्लॉस परिवार 3', 'The Devil Conspiracy']"
Lori Haberman,"['Skinwalker', 'The Covenant']"
Nathaniel Burns,['Skinwalker']
Robert Conway,"['Skinwalker', 'The Covenant']"
Edward Rodríguez,['Skinwalker']
Eva Hamilton,"['Skinwalker', 'Sawed Off']"
Owen Conway,"['Skinwalker', 'The Covenant']"
Norman S Davis,['Skinwalker']
Phil Staley,['Skinwalker']
Tommye Staley,['Skinwalker']
Guthrie Lowe,['Skinwalker']
Vivek Harshan,"['Mahaan', 'Hey Pillagada', 'Mike', 'Boss Engira Baskaran', 'Dsp', 'Oru Kal Oru Kannadi', 'Hero No. Zero 2', 'Jigarthanda', 'Daringbaaz Aashiq 2', 'Lafange Deewane', 'Mera Sangharsh', 'Kali', 'Iraivi', 'Vallavanukkum Vallavan', 'Love Action Drama', 'Seema Raja', 'Petta', 'Mr.Local']"
